regional_indicator,embedding_x,embedding_y
Latin America and Caribbean,34.414368,-39.710667
Latin America and Caribbean,41.29696,8.342854
Latin America and Caribbean,-25.226038,-9.797304
Latin America and Caribbean,-20.10245,10.12068
Latin America and Caribbean,-28.188059,45.923737
Latin America and Caribbean,-44.930073,21.846571
Latin America and Caribbean,-3.8746004,-27.915575
Latin America and Caribbean,-31.358694,-42.618652
Latin America and Caribbean,29.066744,37.907803
Latin America and Caribbean,2.479357,-61.250313
Latin America and Caribbean,6.9177256,18.26029
Latin America and Caribbean,-58.605293,-0.7906824
Latin America and Caribbean,1.9844074,46.836334
Latin America and Caribbean,34.77067,-32.093334
Latin America and Caribbean,16.132448,-8.229117
East Asia,43.62476,11.910273
East Asia,-17.60853,4.284341
East Asia,-26.034208,40.81574
East Asia,-50.19004,25.409767
East Asia,-4.4814825,-20.549992
East Asia,-24.672958,-44.558113
East Asia,7.588331,-56.93666
East Asia,-51.99993,-3.377708
East Asia,-2.9834385,43.604084
East Asia,15.804443,-4.6407995
East Asia,66.74704,-8.687255
Central and Eastern Europe,52.35134,15.716861
Central and Eastern Europe,-24.185684,-14.21888
Central and Eastern Europe,-23.267115,48.244972
Central and Eastern Europe,-41.611153,25.1245
Central and Eastern Europe,1.6602057,-26.923058
Central and Eastern Europe,-30.920904,-37.322388
Central and Eastern Europe,32.2909,37.10108
Central and Eastern Europe,-1.3412957,-58.52176
Central and Eastern Europe,3.5599058,19.444698
Central and Eastern Europe,-57.75555,-6.2433887
Central and Eastern Europe,-1.4806378,48.689472
Central and Eastern Europe,29.849522,-31.193426
Central and Eastern Europe,17.931374,-5.083826
Central and Eastern Europe,62.433163,-8.802556
Western Europe,-18.271444,5.9175963
Western Europe,-25.764439,-43.419395
Western Europe,29.721954,31.383343
Western Europe,1.2117636,12.341899
Western Europe,-52.089535,-1.3220341
Western Europe,-0.8884042,43.384983
Western Europe,21.429628,-6.216136
Western Europe,60.452003,-11.876333
South Asia,38.75467,7.1998014
South Asia,-28.43601,-11.806983
South Asia,-20.065174,13.327426
South Asia,-27.405579,50.374313
South Asia,-40.1284,20.851255
South Asia,0.40454447,-31.542562
South Asia,-37.45419,-40.96074
South Asia,29.241684,43.403664
South Asia,0.0599433,-64.002266
South Asia,9.907512,19.744938
South Asia,-64.063156,-1.7761039
South Asia,4.324492,52.535854
South Asia,32.466362,-37.62064
South Asia,8.44264,-6.9795794
South Asia,67.591125,-6.6614738
Southeast Asia,41.11523,7.55158
Southeast Asia,-25.104092,-9.442746
Southeast Asia,-19.119732,13.322234
Southeast Asia,-28.668375,46.436214
Southeast Asia,-45.981216,20.780523
Southeast Asia,-5.0549865,-28.350323
Southeast Asia,-30.05111,-43.848972
Southeast Asia,26.752487,37.354465
Southeast Asia,5.11406,-61.399967
Southeast Asia,8.38439,14.398933
Southeast Asia,-60.741344,0.4729796
Southeast Asia,5.0326934,49.56896
Southeast Asia,35.987064,-33.71916
Southeast Asia,12.102093,-8.547361
Middle East and North Africa,52.47937,16.457037
Middle East and North Africa,-26.283094,-13.853769
Middle East and North Africa,-16.71003,13.268309
Middle East and North Africa,1.3472795,-29.879417
Middle East and North Africa,-33.983234,-35.875816
Middle East and North Africa,33.739357,41.423702
Middle East and North Africa,-2.7566895,-62.86226
Middle East and North Africa,8.04307,22.077564
Middle East and North Africa,-62.947178,-5.672712
Middle East and North Africa,1.4767389,51.48974
Middle East and North Africa,29.820265,-36.309013
Middle East and North Africa,13.17253,-5.101462
Middle East and North Africa,65.01675,-4.2436123
Middle East and North Africa,-16.36955,14.339893
Middle East and North Africa,-22.998522,50.0929
Middle East and North Africa,-39.60891,24.044792
Middle East and North Africa,4.06038,-29.028692
Middle East and North Africa,-32.574417,-35.01056
Middle East and North Africa,33.697437,41.428787
Middle East and North Africa,-2.735793,-62.83569
Middle East and North Africa,7.778459,22.113153
Middle East and North Africa,-62.25501,-6.2608905
Middle East and North Africa,0.851857,54.205193
Middle East and North Africa,29.938538,-36.040253
Middle East and North Africa,65.45401,-4.2196517
Western Europe,44.14269,11.300133
Western Europe,-17.996761,5.301478
Western Europe,-26.608492,41.88598
Western Europe,-49.351746,23.872316
Western Europe,-4.9594884,-21.848303
Western Europe,-25.12115,-43.46812
Western Europe,29.552757,31.264818
Western Europe,7.257503,-56.064045
Western Europe,0.47103482,12.272278
Western Europe,-51.309708,-2.2678537
Western Europe,-2.1533728,42.279797
Western Europe,33.018238,-25.647375
Western Europe,23.023561,-6.100503
Western Europe,59.404408,-11.425568
Middle East and North Africa,41.85159,10.992254
Middle East and North Africa,-21.342804,-11.357625
Middle East and North Africa,-16.231699,8.824357
Middle East and North Africa,-24.720942,43.901665
Middle East and North Africa,-44.59775,26.282307
Middle East and North Africa,-1.7838626,-23.599905
Middle East and North Africa,-27.905407,-39.503674
Middle East and North Africa,31.864382,33.39894
Middle East and North Africa,1.6728656,-56.115578
Middle East and North Africa,2.5933409,14.851082
Middle East and North Africa,-54.293167,-4.2363563
Middle East and North Africa,-1.5226374,44.97383
Middle East and North Africa,30.266092,-29.341057
Middle East and North Africa,20.239534,-4.347252
Middle East and North Africa,61.243114,-8.86778
Western Europe,51.93758,15.074049
Western Europe,-21.494667,-11.494638
Western Europe,-16.060112,9.16278
Western Europe,-25.08185,43.7371
Western Europe,-44.581467,25.326488
Western Europe,0.56063,-25.413805
Western Europe,-28.47808,-38.9234
Western Europe,32.946472,35.935623
Western Europe,0.3352815,-57.09007
Western Europe,3.326499,18.896782
Western Europe,-56.651295,-5.985026
Western Europe,-2.751634,49.158382
Western Europe,29.766014,-29.66475
Western Europe,18.427834,-3.7016435
Western Europe,61.601295,-8.070478
Sub-Saharan Africa,-27.354729,50.190456
Sub-Saharan Africa,28.085155,42.74954
Sub-Saharan Africa,-0.052140016,-65.36146
Sub-Saharan Africa,10.525962,19.854904
Sub-Saharan Africa,-64.747375,-2.0740957
Sub-Saharan Africa,4.425033,53.906197
Sub-Saharan Africa,32.407146,-38.77196
Sub-Saharan Africa,9.293455,-5.619614
Sub-Saharan Africa,67.38541,-5.347708
Latin America and Caribbean,41.757603,9.238174
Latin America and Caribbean,-3.7213104,-26.744368
Latin America and Caribbean,29.536556,36.658913
Latin America and Caribbean,2.516639,-60.54661
Latin America and Caribbean,0.71200806,47.758457
Latin America and Caribbean,17.824993,-7.7069798
East Asia,51.256836,14.943745
East Asia,-21.956446,-11.316271
East Asia,-17.54739,8.180525
East Asia,-26.181177,44.633785
East Asia,-46.441093,24.052471
East Asia,-3.6224213,-23.638395
East Asia,-27.22714,-43.05642
East Asia,29.09418,33.19282
East Asia,4.326503,-56.69744
East Asia,1.7180384,15.911949
East Asia,-54.6183,-3.108639
East Asia,-2.137228,46.143875
East Asia,31.54979,-28.861158
East Asia,19.801556,-6.0314765
East Asia,60.586758,-9.453337
Middle East and North Africa,51.617767,15.953765
Middle East and North Africa,-24.007782,-12.488805
Middle East and North Africa,-18.522356,11.232755
Middle East and North Africa,-25.933952,46.082462
Middle East and North Africa,-44.080345,23.801548
Middle East and North Africa,-0.08133205,-26.918127
Middle East and North Africa,-32.198578,-37.21448
Middle East and North Africa,31.373089,37.99839
Middle East and North Africa,0.6275723,-60.22273
Middle East and North Africa,5.7545485,16.637688
Middle East and North Africa,-59.795547,-4.613635
Middle East and North Africa,0.71155316,52.196266
Middle East and North Africa,32.27558,-34.292587
Middle East and North Africa,13.237259,-3.1805665
Middle East and North Africa,65.955635,-5.9201584
Commonwealth of Independent States,38.762268,10.956871
Commonwealth of Independent States,-23.711618,-13.041293
Commonwealth of Independent States,-16.89734,11.011425
Commonwealth of Independent States,-25.950178,46.94767
Commonwealth of Independent States,-43.393948,24.00918
Commonwealth of Independent States,-1.5749606,-26.283945
Commonwealth of Independent States,-31.155857,-41.106632
Commonwealth of Independent States,31.06482,36.83603
Commonwealth of Independent States,1.903535,-58.743095
Commonwealth of Independent States,2.7213607,16.896997
Commonwealth of Independent States,-57.125896,-3.8857412
Commonwealth of Independent States,-1.3879923,48.215797
Commonwealth of Independent States,31.133392,-30.73408
Commonwealth of Independent States,19.430714,-7.2777696
Commonwealth of Independent States,61.786472,-9.895091
Sub-Saharan Africa,37.95033,7.3095
Sub-Saharan Africa,-27.85971,-10.420552
Sub-Saharan Africa,-19.229525,14.252604
Sub-Saharan Africa,-28.175938,50.52573
Sub-Saharan Africa,-41.815804,19.753996
Sub-Saharan Africa,-2.0215502,-31.331972
Sub-Saharan Africa,-34.82949,-41.59592
Sub-Saharan Africa,28.155842,40.945133
Sub-Saharan Africa,3.3763661,-62.579533
Sub-Saharan Africa,9.39391,17.259607
Sub-Saharan Africa,-63.308,-1.2829307
Sub-Saharan Africa,4.9167895,51.220886
Sub-Saharan Africa,34.742107,-36.02407
Sub-Saharan Africa,11.052937,-7.546646
Sub-Saharan Africa,68.06412,-5.63322
Central and Eastern Europe,-26.916386,-14.883637
Central and Eastern Europe,-19.331831,10.499267
Central and Eastern Europe,-24.962345,48.75106
Central and Eastern Europe,-41.34688,21.547316
Central and Eastern Europe,-0.35127255,-29.08359
Central and Eastern Europe,-32.73351,-39.662457
Central and Eastern Europe,31.305058,39.191402
Central and Eastern Europe,-2.6052377,-59.673958
Central and Eastern Europe,7.607987,17.65035
Central and Eastern Europe,-58.03722,-3.3464477
Central and Eastern Europe,2.3318577,46.270416
Central and Eastern Europe,35.927826,-32.43024
Central and Eastern Europe,17.982779,-9.246653
Central and Eastern Europe,64.18909,-8.977096
Middle East and North Africa,43.553825,12.245373
Middle East and North Africa,-25.924925,42.95712
Middle East and North Africa,-48.33774,25.197102
Middle East and North Africa,-4.364326,-23.299982
Middle East and North Africa,-26.954163,-43.674625
Middle East and North Africa,30.884552,34.418232
Middle East and North Africa,2.0520601,-57.11006
Middle East and North Africa,2.9776433,14.662399
Middle East and North Africa,-55.571087,-4.110406
Middle East and North Africa,-1.4864016,46.926685
Middle East and North Africa,18.759298,-4.8897924
Commonwealth of Independent States,38.568104,7.932234
Commonwealth of Independent States,-27.000214,-10.449213
Commonwealth of Independent States,-19.742613,12.973484
Commonwealth of Independent States,-26.485247,48.774776
Commonwealth of Independent States,-42.294006,20.676235
Commonwealth of Independent States,-1.1559621,-29.220707
Commonwealth of Independent States,-33.566513,-40.744217
Commonwealth of Independent States,29.165833,38.81211
Commonwealth of Independent States,4.7486105,-61.8636
Commonwealth of Independent States,8.689041,16.630814
Commonwealth of Independent States,-58.332554,-3.283541
Commonwealth of Independent States,2.6042092,46.5122
Commonwealth of Independent States,35.9217,-32.820606
Commonwealth of Independent States,17.40627,-8.268113
Commonwealth of Independent States,64.97894,-9.09184
Southeast Asia,40.971355,6.691919
Southeast Asia,-26.328676,-8.568848
Southeast Asia,-21.379023,10.485041
Southeast Asia,-5.153283,-28.950926
Southeast Asia,-31.643396,-43.343884
Southeast Asia,5.892705,51.499104
Southeast Asia,34.94537,-34.991146
Southeast Asia,15.060444,-8.4824915
Southeast Asia,67.54482,-6.8923445
Central and Eastern Europe,38.806602,10.919425
Central and Eastern Europe,-24.310734,-13.572189
Central and Eastern Europe,-16.520025,11.075536
Central and Eastern Europe,-23.071495,48.89135
Central and Eastern Europe,1.6879983,-27.395552
Central and Eastern Europe,-31.29896,-37.689823
Central and Eastern Europe,31.933008,37.69428
Central and Eastern Europe,0.7495694,-58.553123
Central and Eastern Europe,4.232819,19.101212
Central and Eastern Europe,-57.3882,-5.3611913
Central and Eastern Europe,-1.7944782,49.421833
Central and Eastern Europe,28.974077,-31.653376
Central and Eastern Europe,17.266958,-2.9789228
Central and Eastern Europe,62.28318,-9.199201
Middle East and North Africa,52.54731,15.94026
Middle East and North Africa,38.997192,10.216052
Middle East and North Africa,-16.408533,13.646809
Middle East and North Africa,-23.929436,50.13112
Middle East and North Africa,-40.033985,25.176054
Middle East and North Africa,1.902481,-28.223896
Middle East and North Africa,-32.641037,-36.579437
Middle East and North Africa,33.445255,39.05009
Middle East and North Africa,-1.0505136,-59.565212
Middle East and North Africa,5.4551888,20.123192
Middle East and North Africa,-59.124733,-5.8746533
Middle East and North Africa,-1.5657722,52.181763
Middle East and North Africa,28.858782,-33.551582
Middle East and North Africa,13.243239,-4.422174
Sub-Saharan Africa,-2.251756,-32.02352
Sub-Saharan Africa,-63.494434,-2.848238
Sub-Saharan Africa,5.42668,52.882217
Sub-Saharan Africa,10.343369,-4.002686
Sub-Saharan Africa,-30.156593,-11.227927
Sub-Saharan Africa,-20.434992,15.516553
Sub-Saharan Africa,-40.36471,19.160532
Sub-Saharan Africa,-1.6745363,-65.18943
Sub-Saharan Africa,12.13703,20.92781
Sub-Saharan Africa,-65.89981,-1.9801941
Sub-Saharan Africa,4.724392,54.385048
Sub-Saharan Africa,33.214233,-38.8991
Sub-Saharan Africa,9.466813,-5.8032994
Middle East and North Africa,-29.705408,-39.769115
Middle East and North Africa,5.74251,16.307402
Middle East and North Africa,-59.00879,-1.922824
Middle East and North Africa,1.191553,50.496643
Middle East and North Africa,32.923252,-33.120625
Middle East and North Africa,14.219044,-5.5733943
Central and Eastern Europe,38.811543,11.294158
Central and Eastern Europe,-23.977499,-14.2930155
Central and Eastern Europe,-16.261816,11.255233
Central and Eastern Europe,-23.000847,48.357346
Central and Eastern Europe,-41.16543,25.284674
Central and Eastern Europe,1.7716053,-27.003798
Central and Eastern Europe,-30.685,-37.273815
Central and Eastern Europe,32.939613,37.44115
Central and Eastern Europe,-1.1354382,-57.95986
Central and Eastern Europe,3.7363613,19.598984
Central and Eastern Europe,-57.631668,-6.0569634
Central and Eastern Europe,-1.9170965,49.075584
Central and Eastern Europe,28.873934,-31.83855
Central and Eastern Europe,17.41288,-3.151741
Central and Eastern Europe,61.97074,-9.072229
Western Europe,-26.233915,41.384834
Western Europe,-49.456593,24.864395
Western Europe,-4.474648,-21.329803
Western Europe,-24.36801,-43.231003
Western Europe,27.867617,31.339703
Western Europe,6.861559,-55.514965
Western Europe,-0.0345248,12.547975
Western Europe,-51.132496,-2.7341785
Western Europe,-2.651232,42.407497
Western Europe,32.57681,-25.662569
Western Europe,22.984264,-6.459119
Sub-Saharan Africa,38.25944,6.526646
Sub-Saharan Africa,-18.402395,15.656585
Sub-Saharan Africa,-0.63752705,-33.389557
Sub-Saharan Africa,-36.32056,-41.3232
Sub-Saharan Africa,29.91483,42.24833
Sub-Saharan Africa,0.59860426,-66.0977
Sub-Saharan Africa,11.040003,18.353607
Sub-Saharan Africa,-63.40457,-3.6358306
Sub-Saharan Africa,4.4801416,55.010468
Sub-Saharan Africa,34.025475,-38.729095
Sub-Saharan Africa,9.438249,-4.6440415
Sub-Saharan Africa,37.45696,5.3602467
Sub-Saharan Africa,-28.750618,-9.508386
Sub-Saharan Africa,-29.382315,49.623566
Sub-Saharan Africa,0.3536776,-32.656204
Sub-Saharan Africa,-36.38326,-41.939293
Sub-Saharan Africa,28.388628,43.80632
Sub-Saharan Africa,-0.35148343,-64.59563
Sub-Saharan Africa,11.844211,19.648758
Sub-Saharan Africa,-65.338524,-1.4958612
Sub-Saharan Africa,5.87928,54.1033
Sub-Saharan Africa,33.869827,-39.741295
Sub-Saharan Africa,8.029379,-6.0440555
Southeast Asia,42.2282,10.012417
Southeast Asia,-22.3586,-10.314128
Southeast Asia,-18.90881,8.821775
Southeast Asia,-26.796444,45.909824
Southeast Asia,-45.660763,22.914074
Southeast Asia,-4.3867416,-25.665493
Southeast Asia,-28.248934,-42.95977
Southeast Asia,31.06893,33.212677
Southeast Asia,4.9343495,-59.93735
Southeast Asia,3.8253543,15.346276
Southeast Asia,35.46733,-32.18697
Southeast Asia,18.45806,-8.594132
South Asia,32.196327,-31.813902
Sub-Saharan Africa,37.354156,6.711375
Sub-Saharan Africa,-19.114359,15.220835
Sub-Saharan Africa,-28.225836,50.530136
Sub-Saharan Africa,-41.420925,19.09541
Sub-Saharan Africa,-1.9867406,-32.27805
Sub-Saharan Africa,-35.361576,-40.928528
Sub-Saharan Africa,28.329428,41.746735
Sub-Saharan Africa,1.3986887,-65.55115
Sub-Saharan Africa,10.388294,18.39084
Sub-Saharan Africa,-63.37971,-2.958614
Sub-Saharan Africa,4.7758455,54.066338
Sub-Saharan Africa,33.384735,-38.306717
Sub-Saharan Africa,9.765761,-5.325406
Western Europe,-24.7179,43.380737
Western Europe,-45.893116,25.927084
Western Europe,-2.103142,-23.289303
Western Europe,-27.086203,-40.26078
Western Europe,31.34803,32.572906
Western Europe,7.328963,-57.544025
Western Europe,2.0882792,13.427223
Western Europe,-53.284443,-2.1351974
Western Europe,-1.1758527,44.318615
Western Europe,33.10964,-26.78114
Western Europe,20.601923,-4.517698
Western Europe,62.457718,-6.2840066
Sub-Saharan Africa,-28.824102,-10.185243
Sub-Saharan Africa,-19.650097,14.267753
Sub-Saharan Africa,-27.959711,49.398144
Sub-Saharan Africa,-42.211235,19.910147
Sub-Saharan Africa,-1.5234921,-31.55115
Sub-Saharan Africa,-34.976517,-42.12896
Sub-Saharan Africa,29.003452,41.18815
Sub-Saharan Africa,1.8972291,-65.752975
Sub-Saharan Africa,8.321101,18.26868
Sub-Saharan Africa,-63.293602,-4.219052
Sub-Saharan Africa,2.1353014,54.22732
Sub-Saharan Africa,32.058743,-36.420254
Sub-Saharan Africa,11.029987,-3.789763
Sub-Saharan Africa,-3.0560265,-26.683315
Sub-Saharan Africa,4.765345,-60.19275
Sub-Saharan Africa,-57.206657,-2.6809607
Sub-Saharan Africa,1.289871,45.747803
Sub-Saharan Africa,32.824833,-29.619905
Sub-Saharan Africa,18.966175,-7.444428
Sub-Saharan Africa,62.335915,-10.000341
Latin America and Caribbean,51.374588,15.581274
Latin America and Caribbean,-22.887249,-11.405931
Latin America and Caribbean,-17.841673,8.560461
Latin America and Caribbean,-27.461168,44.303226
Latin America and Caribbean,-46.909706,23.581846
Latin America and Caribbean,-3.5854583,-24.551891
Latin America and Caribbean,-27.455696,-41.8062
Latin America and Caribbean,28.663158,34.245506
Latin America and Caribbean,3.985421,-57.6875
Latin America and Caribbean,3.9337063,16.674751
Latin America and Caribbean,-55.854343,-1.997799
Latin America and Caribbean,0.25848168,47.085686
Latin America and Caribbean,33.570312,-29.980343
Latin America and Caribbean,17.826603,-6.9340086
Latin America and Caribbean,64.615036,-8.264918
Commonwealth of Independent States,38.28512,10.267744
Commonwealth of Independent States,-25.371252,-13.605286
Commonwealth of Independent States,-17.118616,11.969547
Commonwealth of Independent States,-23.982294,49.132626
Commonwealth of Independent States,-41.394516,24.272446
Commonwealth of Independent States,1.2691038,-27.633486
Commonwealth of Independent States,-31.650553,-37.10593
Commonwealth of Independent States,31.875202,38.63636
Commonwealth of Independent States,-0.7384929,-59.463158
Commonwealth of Independent States,4.824597,20.124544
Commonwealth of Independent States,-59.18298,-6.316409
Commonwealth of Independent States,-1.5919338,52.348034
Commonwealth of Independent States,29.827707,-32.682594
Commonwealth of Independent States,15.334194,-3.342585
Commonwealth of Independent States,64.044716,-8.437132
East Asia,-26.55558,-10.232343
East Asia,-17.85059,13.543201
East Asia,-42.23196,20.66533
East Asia,-1.4544176,-28.242046
East Asia,-33.221672,-40.922077
East Asia,29.963722,38.766033
East Asia,1.3123906,-60.276924
East Asia,7.6506124,17.277792
East Asia,-58.194206,-3.6851616
East Asia,-0.67619056,50.08255
East Asia,30.490444,-32.50865
East Asia,15.781791,-2.424029
East Asia,63.678535,-6.4797125
Central and Eastern Europe,-25.65156,-14.35297
Central and Eastern Europe,-23.518557,50.001366
Central and Eastern Europe,-40.68007,24.045841
Central and Eastern Europe,3.0109947,-28.019535
Central and Eastern Europe,-31.948841,-35.82626
Central and Eastern Europe,33.59614,39.058353
Central and Eastern Europe,-1.8927562,-59.677097
Central and Eastern Europe,5.892428,20.519917
Central and Eastern Europe,-59.007935,-6.50249
Central and Eastern Europe,-1.3906364,51.592594
Central and Eastern Europe,29.459253,-33.723316
Central and Eastern Europe,14.535547,-4.3072443
Central and Eastern Europe,63.362846,-5.9847984
Middle East and North Africa,-42.45651,22.318913
Middle East and North Africa,-0.2623953,-29.013588
Middle East and North Africa,-33.698376,-39.624557
Middle East and North Africa,30.460249,40.72994
Middle East and North Africa,7.6032686,20.134016
Middle East and North Africa,-60.289722,-2.8896976
Middle East and North Africa,1.9479752,52.38389
Middle East and North Africa,30.352049,-37.313282
Middle East and North Africa,12.373064,-5.333743
Middle East and North Africa,66.0348,-5.5218463
Sub-Saharan Africa,37.27641,6.1675935
Sub-Saharan Africa,-29.338976,-11.024172
Sub-Saharan Africa,-19.270733,15.69076
Sub-Saharan Africa,-0.9229391,-33.162292
Sub-Saharan Africa,11.261229,20.0392
Sub-Saharan Africa,5.2481174,54.012146
Sub-Saharan Africa,32.884727,-38.628437
Sub-Saharan Africa,9.767188,-6.366302
Southeast Asia,-36.67343,-42.926487
Southeast Asia,26.56432,38.90924
Southeast Asia,4.9893775,-62.36398
Southeast Asia,8.9712925,14.603901
Southeast Asia,-60.97103,0.51274866
Southeast Asia,5.292344,49.977356
Southeast Asia,35.469658,-35.493355
Southeast Asia,11.567907,-8.212743
Southeast Asia,68.79194,-5.9723067
Sub-Saharan Africa,-27.105309,-11.022208
Sub-Saharan Africa,1.5508628,-62.390156
Sub-Saharan Africa,2.90142,50.269054
Sub-Saharan Africa,32.753014,-34.97041
Sub-Saharan Africa,12.5158825,-3.177586
Sub-Saharan Africa,66.47173,-5.4388556
South Asia,38.55326,7.476594
South Asia,-28.245079,-14.040764
South Asia,-19.00755,14.007579
South Asia,-26.50574,49.71818
South Asia,-40.772686,20.51137
South Asia,-0.80773085,-31.908958
South Asia,-35.43537,-41.483006
South Asia,29.105667,42.5064
South Asia,0.82279146,-63.994007
South Asia,10.134099,20.58494
South Asia,-62.79897,-1.1832689
South Asia,3.570732,53.23231
South Asia,31.611046,-38.0688
South Asia,11.33145,-6.0473857
Western Europe,50.592,15.084272
Western Europe,-19.987654,-9.494268
Western Europe,-17.856632,5.086616
Western Europe,-49.93669,24.36096
Western Europe,-5.0199647,-21.241026
Western Europe,-24.6469,-43.65756
Western Europe,29.309755,31.0602
Western Europe,7.3778205,-56.106907
Western Europe,0.5390401,12.076887
Western Europe,-51.319473,-1.8369244
Western Europe,-1.8696215,42.195827
Western Europe,33.281845,-25.477642
Western Europe,23.172733,-5.7535677
Western Europe,59.29697,-11.87932
North America and ANZ,44.42023,11.548926
North America and ANZ,-19.78647,-9.364489
North America and ANZ,-17.735205,4.9521704
North America and ANZ,-50.00278,24.614872
North America and ANZ,-4.9735823,-21.060936
North America and ANZ,-24.21677,-43.890324
North America and ANZ,28.67809,30.801966
North America and ANZ,7.634101,-55.622158
North America and ANZ,0.02251528,11.432284
North America and ANZ,-50.8081,-1.9202938
North America and ANZ,-2.046346,41.77515
North America and ANZ,33.149914,-24.982786
North America and ANZ,23.566769,-6.011292
North America and ANZ,59.331768,-11.872163
Latin America and Caribbean,40.298584,8.613344
Latin America and Caribbean,-25.213905,-10.384653
Latin America and Caribbean,-19.747229,10.693554
Latin America and Caribbean,-27.857004,46.42011
Latin America and Caribbean,-44.6426,21.90772
Latin America and Caribbean,-3.6422055,-27.669247
Latin America and Caribbean,-29.81551,-42.781773
Latin America and Caribbean,28.037487,35.974525
Latin America and Caribbean,3.7202694,-60.567333
Latin America and Caribbean,5.8913956,15.250324
Latin America and Caribbean,-58.5693,-0.6704525
Latin America and Caribbean,1.7918743,46.967434
Latin America and Caribbean,33.73861,-32.85438
Latin America and Caribbean,16.01055,-8.492875
Sub-Saharan Africa,37.906776,5.820556
Sub-Saharan Africa,-29.214098,-10.704197
Sub-Saharan Africa,-20.42255,15.363352
Sub-Saharan Africa,-29.551184,49.721317
Sub-Saharan Africa,-41.187775,18.442312
Sub-Saharan Africa,-1.8269783,-32.933422
Sub-Saharan Africa,-35.974045,-40.377182
Sub-Saharan Africa,28.093853,43.144524
Sub-Saharan Africa,1.1592966,-65.56632
Sub-Saharan Africa,11.183809,18.82128
Sub-Saharan Africa,-64.62899,-2.5411153
Sub-Saharan Africa,5.0506473,54.92312
Sub-Saharan Africa,32.56124,-39.535496
Sub-Saharan Africa,10.286036,-6.612854
Sub-Saharan Africa,37.91981,6.779079
Sub-Saharan Africa,-28.192743,-10.533778
Sub-Saharan Africa,-19.273596,14.625735
Sub-Saharan Africa,-27.976192,50.87791
Sub-Saharan Africa,-41.507973,19.696915
Sub-Saharan Africa,-34.32016,-41.867214
Sub-Saharan Africa,29.926352,43.16629
Sub-Saharan Africa,10.061422,18.323801
Sub-Saharan Africa,-62.675556,-2.0220478
Sub-Saharan Africa,4.57219,51.735058
Sub-Saharan Africa,33.673252,-36.045467
Sub-Saharan Africa,10.535912,-4.631638
Sub-Saharan Africa,67.58843,-5.3836584
Western Europe,-29.671074,-39.98951
Western Europe,30.105412,37.359657
Western Europe,2.7681165,-60.26603
Western Europe,5.3887467,16.335625
Western Europe,-59.860874,-4.384796
Western Europe,28.021564,-33.683838
Western Europe,14.400197,-3.9209292
Central and Eastern Europe,-26.483767,-14.862993
Central and Eastern Europe,-23.706131,50.067482
Central and Eastern Europe,-40.02842,24.34128
Central and Eastern Europe,2.4733107,-28.232744
Central and Eastern Europe,-32.225914,-36.43204
Central and Eastern Europe,32.53394,38.5997
Central and Eastern Europe,-0.8517686,-59.66247
Central and Eastern Europe,5.844383,19.998919
Central and Eastern Europe,-59.096375,-5.3638167
Central and Eastern Europe,-0.89682144,51.77218
Central and Eastern Europe,29.717966,-33.04505
Central and Eastern Europe,14.777205,-3.4548726
Central and Eastern Europe,64.44706,-5.5831833
Western Europe,44.14855,11.526665
Western Europe,-17.386248,5.705108
Western Europe,-24.235071,-43.483524
Western Europe,7.0398617,-55.740093
Western Europe,0.17960675,11.766473
Western Europe,-51.118282,-1.9094965
Western Europe,-2.08662,41.83091
Western Europe,33.089043,-25.185095
Western Europe,23.459826,-6.1427894
Western Europe,59.18753,-11.761113
South Asia,52.810497,16.514994
South Asia,-28.941488,-13.157152
South Asia,-19.901587,17.17464
South Asia,-25.581373,51.48132
South Asia,-38.92955,21.626038
South Asia,2.5246012,-32.274017
South Asia,-37.85658,-41.332363
South Asia,30.696205,42.9818
South Asia,-2.3633175,-64.56389
South Asia,10.610957,21.140774
South Asia,-64.650734,-2.9984772
South Asia,3.4368987,52.958015
South Asia,31.819538,-38.27833
South Asia,8.706058,-5.9221663
Middle East and North Africa,37.018055,9.586936
Middle East and North Africa,-27.107128,-14.452271
Middle East and North Africa,-16.521194,14.556793
Middle East and North Africa,-23.285448,50.688232
Middle East and North Africa,-40.127243,23.477728
Middle East and North Africa,3.149066,-28.992493
Middle East and North Africa,-32.713795,-36.141323
Middle East and North Africa,33.79063,39.5834
Middle East and North Africa,-1.8012775,-61.743343
Middle East and North Africa,6.6550393,21.13475
Middle East and North Africa,-60.993633,-6.1588273
Middle East and North Africa,0.6616213,53.053303
Middle East and North Africa,29.947607,-35.490887
Middle East and North Africa,13.881737,-4.7678285
Latin America and Caribbean,42.101883,9.865153
Latin America and Caribbean,-22.259567,-10.722818
Latin America and Caribbean,-18.30156,8.034686
Latin America and Caribbean,-27.685726,43.98676
Latin America and Caribbean,-47.077503,23.032877
Latin America and Caribbean,-4.2886887,-24.240873
Latin America and Caribbean,-27.543152,-42.579563
Latin America and Caribbean,29.527298,34.098824
Latin America and Caribbean,4.1798773,-58.065434
Latin America and Caribbean,3.6189911,14.836025
Latin America and Caribbean,-55.964455,-2.0754044
Latin America and Caribbean,-0.27631828,46.74314
Latin America and Caribbean,33.396584,-29.87829
Latin America and Caribbean,18.041252,-6.579601
Latin America and Caribbean,40.633205,8.968479
Latin America and Caribbean,-24.448946,-9.973072
Latin America and Caribbean,-19.121141,9.733237
Latin America and Caribbean,-27.737005,45.65975
Latin America and Caribbean,-45.68511,22.258774
